TotalTime;SegmentTime;XTran1;YTran1;ZTran1;XTran2;YTran2;ZTran2;cXTran;cYTran;cZTran
48.84063;3.937954;0.1350305;0.7333737;0.1928619;0.1093044;0.754669;0.3561358;-0.0257261;0.0212953;0.1632739
48.86316;3.960485;0.134897;0.733308;0.1929752;0.1091779;0.7545947;0.3562503;-0.0257191;0.0212867;0.1632751
48.88817;3.98549;0.1347737;0.7332797;0.1927449;0.1089945;0.7545559;0.356014;-0.0257792;0.0212762;0.1632691
48.91036;4.007679;0.1348179;0.7333503;0.1923678;0.1090368;0.7546347;0.3556376;-0.0257811;0.0212844;0.1632698
48.93406;4.031381;0.134939;0.7334876;0.1921334;0.1091283;0.7547752;0.3553997;-0.0258107;0.0212876;0.1632663
48.9569;4.054221;0.1349754;0.7334982;0.1921206;0.1091355;0.7548502;0.3553827;-0.0258399;0.021352;0.1632621
48.97924;4.076559;0.1348346;0.7334629;0.1922514;0.108992;0.7548751;0.3555086;-0.0258426;0.0214122;0.1632572
49.00275;4.100068;0.1346237;0.7333764;0.1925741;0.1087687;0.7548244;0.3558291;-0.025855;0.021448;0.163255
49.02609;4.123405;0.1346132;0.7333133;0.192821;0.1087334;0.7547569;0.3560724;-0.0258798;0.0214436;0.1632514
49.05196;4.14928;0.1345832;0.7332596;0.1928997;0.1086866;0.7546725;0.3561483;-0.0258966;0.0214129;0.1632486
49.07675;4.174069;0.1345652;0.7332993;0.192806;0.1086527;0.7546195;0.3560527;-0.0259125;0.0213202;0.1632467
49.10133;4.198642;0.1346714;0.7335445;0.192855;0.1087496;0.7548074;0.3561025;-0.0259218;0.0212629;0.1632475
49.12366;4.220976;0.1346925;0.7338529;0.1929462;0.1086584;0.7550011;0.3561865;-0.0260341;0.0211482;0.1632403
49.14564;4.242951;0.1345288;0.7341332;0.1931138;0.1084838;0.755281;0.3563543;-0.026045;0.0211478;0.1632405
49.16877;4.266084;0.1345101;0.7342362;0.1929835;0.1084347;0.7553902;0.3562211;-0.0260754;0.021154;0.1632376
49.19137;4.288684;0.1346599;0.734194;0.1927952;0.1085225;0.7553393;0.3560283;-0.0261374;0.0211453;0.1632331
49.21928;4.31659;0.1347907;0.7341111;0.1924817;0.108638;0.7552661;0.3557135;-0.0261527;0.021155;0.1632318
49.24364;4.34095;0.1350251;0.7339967;0.1923096;0.1087935;0.7552004;0.3555305;-0.0262316;0.0212037;0.1632209
49.26632;4.363628;0.1351126;0.7336515;0.1920276;0.1088205;0.7548752;0.3552395;-0.0262921;0.0212237;0.1632119
49.28895;4.386259;0.1351949;0.7332195;0.1916213;0.1088451;0.7544849;0.3548225;-0.0263498;0.0212654;0.1632012
49.31305;0.0241022;0.1352834;0.7331832;0.1912723;0.1089382;0.7544472;0.3544731;-0.0263452;0.021264;0.1632008
49.33575;0.0468071;0.13532;0.7332258;0.1912393;0.1089677;0.7544739;0.3544382;-0.0263523;0.0212481;0.1631989
49.36224;0.0732916;0.1353393;0.7333955;0.1913073;0.1090134;0.754579;0.3545088;-0.0263259;0.0211835;0.1632015
