TotalTime;SegmentTime;XTran1;YTran1;ZTran1;XTran2;YTran2;ZTran2;cXTran;cYTran;cZTran
41.70475;1.092775;-0.07395153;0.9282894;0.5060546;-0.5545497;1.179715;1.062143;-0.48059817;0.2514256;0.5560884
41.72759;1.115619;-0.07395153;0.9282894;0.5060546;-0.556205;1.180865;1.064422;-0.48225347;0.2525756;0.5583674
41.75147;1.139503;-0.07395153;0.9282894;0.5060546;-0.5578604;1.182015;1.066702;-0.48390887;0.2537256;0.5606474
41.77502;1.163056;-0.07395153;0.9282894;0.5060546;-0.5595157;1.183164;1.068981;-0.48556417;0.2548746;0.5629264
41.80336;1.191395;-0.07395153;0.9282894;0.5060546;-0.5628264;1.185464;1.07354;-0.48887487;0.2571746;0.5674854
41.82801;1.216037;-0.07395153;0.9282894;0.5060546;-0.5644817;1.186614;1.075819;-0.49053017;0.2583246;0.5697644
41.84263;1.230664;-0.07395153;0.9282894;0.5060546;-0.5661371;1.187764;1.078099;-0.49218557;0.2594746;0.5720444
41.8727;1.260733;-0.07395153;0.9282894;0.5060546;-0.5677924;1.188914;1.080378;-0.49384087;0.2606246;0.5743234
41.89498;1.28301;-0.07395153;0.9282894;0.5060546;-0.5694478;1.190064;1.082657;-0.49549627;0.2617746;0.5766024
41.92191;1.309944;-0.07395153;0.9282894;0.5060546;-0.5727584;1.192364;1.087216;-0.49880687;0.2640746;0.5811614
41.94735;1.335389;-0.07395153;0.9282894;0.5060546;-0.5744138;1.193514;1.089496;-0.50046227;0.2652246;0.5834414
41.97082;1.358852;-0.07395153;0.9282894;0.5060546;-0.5760691;1.194663;1.091775;-0.50211757;0.2663736;0.5857204
42.00512;1.393159;-0.07395153;0.9282894;0.5060546;-0.5793798;1.196963;1.096334;-0.50542827;0.2686736;0.5902794
42.02697;1.415009;-0.07395153;0.9282894;0.5060546;-0.5810351;1.198113;1.098613;-0.50708357;0.2698236;0.5925584
42.04942;1.437454;-0.07395153;0.9282894;0.5060546;-0.5826905;1.199263;1.100893;-0.50873897;0.2709736;0.5948384
42.07244;1.460471;-0.07395153;0.9282894;0.5060546;-0.5843458;1.200413;1.103172;-0.51039427;0.2721236;0.5971174
42.09698;1.48501;-0.07395153;0.9282894;0.5060546;-0.5860012;1.201563;1.105451;-0.51204967;0.2732736;0.5993964
