TotalTime;SegmentTime;XTran1;;;;;
23.00387;7.623164;-0.02230901;;;;;
23.0283;7.647592;-0.02062887;;;;;
23.04972;7.66902;-0.02022518;;;;;
23.07139;7.690688;-0.01977863;;;;;
23.09562;7.714921;-0.01894278;;;;;
23.11978;7.739073;-0.0186582;;;;;
23.1436;7.7629;-0.01900013;;;;;
23.16346;7.782759;-0.01899606;;;;;
23.18661;7.805907;-0.01944838;;;;;
23.21036;7.829662;-0.02030769;;;;;
23.24047;7.859773;-0.02086382;;;;;
23.26198;7.881283;-0.02120151;;;;;
23.28371;7.903009;-0.02205022;;;;;
23.30598;7.925275;-0.02222054;;;;;
23.32453;7.943832;-0.02230532;;;;;
23.3561;7.975395;-0.02250803;;;;;
23.38155;8.000852;-0.02307304;;;;;
23.40489;8.024188;-0.02343217;;;;;
23.42935;8.048652;-0.02293567;;;;;
23.45201;8.071307;-0.02185799;;;;;
23.47758;8.096873;-0.02165044;;;;;
23.50438;8.123675;-0.02191884;;;;;
23.52929;8.148592;-0.02179869;;;;;
23.55528;8.174582;-0.02131971;;;;;
23.57327;8.192571;-0.0210881;;;;;
23.59943;8.218726;-0.02082358;;;;;
23.6237;8.243;-0.02047159;;;;;
23.64955;8.268851;-0.02048645;;;;;
23.67234;8.291636;-0.02054161;;;;;
23.69455;8.313849;-0.02084258;;;;;
23.72509;8.344385;-0.02113741;;;;;
23.74898;8.368271;-0.02126549;;;;;
23.77186;8.391155;-0.02120128;;;;;
23.79749;8.416789;-0.02122493;;;;;
23.81837;8.437666;-0.02166545;;;;;
23.84466;0.0262913;-0.0226407;;;;;
23.86744;0.049074;-0.02315055;;;;;
23.89228;0.0739103;-0.02313608;;;;;
23.91598;0.0976134;-0.02330991;;;;;
23.93971;0.1213443;-0.02357939;;;;;
23.96327;0.1448995;-0.02365477;;;;;
23.98501;0.1666405;-0.02363042;;;;;
24.00568;0.1873089;-0.02408857;;;;;
24.03821;0.2198379;-0.02387016;;;;;
24.05989;0.2415141;-0.02347934;;;;;
24.08425;0.2658749;-0.02314241;;;;;
24.10224;0.2838692;-0.02245648;;;;;
24.13244;0.3140677;-0.02260561;;;;;
24.16428;0.3459049;-0.02186504;;;;;
24.18863;0.3702597;-0.02135338;;;;;
24.21298;0.3946072;-0.0212455;;;;;
24.23781;0.4194409;-0.02115879;;;;;
24.26098;0.4426089;-0.02131066;;;;;
24.28547;0.4670939;-0.02110946;;;;;
24.31211;0.4937401;-0.02073748;;;;;
24.33131;0.5129378;-0.02000925;;;;;
24.35406;0.5356858;-0.02030461;;;;;
24.37946;0.5610844;-0.02089707;;;;;
24.40472;0.5863516;-0.02142463;;;;;
24.42748;0.6091124;-0.02214293;;;;;
24.45284;0.6344674;-0.02294676;;;;;
24.47255;0.6541774;-0.0241781;;;;;
24.49438;0.6760072;-0.02483487;;;;;
24.51872;0.7003456;-0.02535107;;;;;
24.54056;0.7221892;-0.02541101;;;;;
24.5675;0.7491336;-0.02414425;;;;;
24.60085;0.7824779;-0.02494502;;;;;
24.62656;0.8081934;-0.02536382;;;;;
24.6511;0.8327339;-0.02517423;;;;;
24.67443;0.8560652;-0.02629311;;;;;
24.69396;0.87559;-0.02635529;;;;;
24.71926;0.9008929;-0.02214498;;;;;
24.74559;0.9272233;-0.01526734;;;;;
24.77445;0.9560805;-0.00502065;;;;;
24.7958;0.9774343;0.01008938;;;;;
24.8209;1.002532;0.03457315;;;;;s
24.84998;1.031609;0.05422827;;;;;
24.87331;1.054943;0.07837503;;;;;
