TotalTime;SegmentTime;XTran1;YTran1;ZTran1
13.05332;0.0226777;-0.05468256;0.7411637;0.2071374
13.07695;0.0463112;-0.05508019;0.74123;0.2075789
13.10252;0.0718801;-0.0554151;0.7412919;0.2081319
13.12823;0.09758741;-0.05534232;0.7412552;0.2086622
13.15124;0.1205987;-0.05504508;0.7411774;0.2090846
13.17269;0.1420477;-0.05479133;0.7412423;0.209306
13.19509;0.1644504;-0.05477121;0.740991;0.2093458
13.21815;0.1875037;-0.05492762;0.7406089;0.2093057
13.24258;0.2119363;-0.05522495;0.7399528;0.2094809
13.2658;0.2351615;-0.05539622;0.7395844;0.2098418
13.28913;0.2584878;-0.05541363;0.7393817;0.210297
13.31419;0.2835447;-0.05526329;0.7394938;0.2108152
13.33136;0.3007181;-0.05522519;0.7397913;0.2112296
13.35501;0.3243699;-0.05539905;0.7402101;0.2116183
13.38263;0.3519876;-0.05561513;0.7404907;0.2119523
13.40376;0.373118;-0.05569735;0.7405326;0.2120908
13.42379;0.3931516;-0.0557112;0.7406037;0.2121902
13.45139;0.4207448;-0.05577068;0.7405458;0.2121871
13.47401;0.4433661;-0.0558304;0.7404104;0.2121646
13.49468;0.4640383;-0.05598847;0.7400001;0.2120541
13.52201;0.4913664;-0.05608438;0.7393157;0.2118849
13.54118;0.5105342;-0.05604433;0.7387391;0.2117018
13.56675;0.5361058;-0.05593865;0.7382498;0.2116743
13.58998;0.5593334;-0.0559222;0.7376459;0.2116993
13.61031;0.5796707;-0.05594451;0.7372781;0.2116858
13.63392;0.6032808;-0.0559693;0.7371644;0.2118832
13.65407;0.6234303;-0.05591875;0.7373064;0.2121352
13.67555;0.6449106;-0.05573687;0.737505;0.2124198
13.69962;0.6689757;-0.05548345;0.7377726;0.212658
13.72106;0.6904175;-0.05526412;0.7380135;0.2126667
13.74744;0.7168004;-0.05516014;0.7382085;0.2126226
13.77185;0.7412044;-0.05515081;0.7382901;0.2125786
13.7947;0.7640539;-0.05514589;0.7382838;0.2125032
13.81262;0.781973;-0.05509492;0.7381561;0.2123559
13.84035;0.8097087;-0.0550787;0.7381067;0.2124975
13.8683;0.8376539;-0.05513915;0.7382126;0.2126942
13.88576;0.8551135;-0.05529414;0.7383053;0.2128568
13.90871;0.8780675;-0.05554079;0.7384614;0.2129792
13.93346;0.902821;-0.05565288;0.7384708;0.2129726
