TotalTime;SegmentTime;XTran1;YTran1;ZTran1
21.40432;0.0199887;-0.001892179;0.8066292;0.4024048
21.42671;0.042379;-0.001759049;0.8068326;0.402667
21.45227;0.0679332;-0.00169149;0.8067202;0.402488
21.47178;0.0874445;-0.001695056;0.8067605;0.4023151
21.49721;0.11287;-0.001610503;0.806923;0.4024599
21.51937;0.1350359;-0.001657154;0.8067413;0.402389
21.54825;0.1639139;-0.002140779;0.8064739;0.4020221
21.5721;0.1877657;-0.002862722;0.8062745;0.4018921
21.59552;0.2111905;-0.003606014;0.8064072;0.402324
21.61496;0.2306274;-0.004145846;0.8067685;0.4030574
21.63737;0.253034;-0.004444655;0.8067874;0.4030824
21.66568;0.281345;-0.004712645;0.8065183;0.4028403
21.68439;0.3000559;-0.00484395;0.8063949;0.4027994
21.70876;0.3244223;-0.005018886;0.8061038;0.4030644
21.72954;0.3452043;-0.005138922;0.8060105;0.4034019
21.75308;0.3687409;-0.005157944;0.8061515;0.4036134
21.78233;0.397992;-0.005077962;0.8062071;0.4032497
21.80372;0.419381;-0.005073681;0.806139;0.4030485
21.8283;0.4439631;-0.005043957;0.8055387;0.4025392
21.85074;0.4664055;-0.004856911;0.8048892;0.4017596
21.87191;0.4875748;-0.004770201;0.8046217;0.4008922
21.90174;0.5174078;-0.004831195;0.8037552;0.3998686
21.91849;0.5341584;-0.005422171;0.8032123;0.3997213
21.94066;0.5563246;-0.006211754;0.802196;0.3997411
21.96412;0.5797836;-0.006984845;0.8026777;0.4002411
21.98976;0.6054249;-0.00794873;0.8032625;0.4011991
22.01976;0.6354259;-0.008382127;0.8035645;0.4015835
22.03878;0.654444;-0.008950572;0.8039485;0.4019801
22.06202;0.6776839;-0.00921578;0.8035626;0.4014089
22.08534;0.7010086;-0.009409625;0.8024772;0.4011397
22.10704;0.7227107;-0.008994777;0.8030591;0.4014853
22.13064;0.7463093;-0.008315362;0.8040839;0.4023629
22.15446;0.7701327;-0.007570896;0.8045729;0.4031416
22.1771;0.7927728;-0.007979559;0.8049322;0.4028128
22.20316;0.8188257;-0.008098489;0.8045215;0.4010912
22.23044;0.8461075;-0.008101339;0.8061126;0.3998574
22.24999;0.8656582;-0.008796716;0.8070511;0.3983837
22.27365;0.889317;-0.007924698;0.8047378;0.3959385
22.29618;0.9118483;-0.006613726;0.8071818;0.3955109
22.32096;0.9366239;-0.0104326;0.8067844;0.3936345
22.34317;0.9588391;-0.007144287;0.8060513;0.3975652
22.37226;0.9879303;-0.006217387;0.8062946;0.4004926
22.3951;1.01077;-0.005443692;0.8060062;0.4006322
22.41966;1.035329;-0.004513571;0.806195;0.4010017
22.44367;1.059344;-0.004078435;0.8063403;0.4011974
22.46652;1.082188;-0.004005525;0.8063729;0.4014004
22.49424;1.109911;-0.004038677;0.8064934;0.4017445
22.52045;1.136121;-0.003845036;0.8067207;0.4021786
22.54055;1.156218;-0.003624426;0.8070082;0.4021229
22.56479;1.180454;-0.003204096;0.8067807;0.4014531
22.59158;1.207251;-0.002371913;0.8064812;0.4010102
