TotalTime;SegmentTime;XTran1;YTran1;ZTran1;XTran2;YTran2;ZTran2;cXTran;cYTran;cZran
59.20554;0.0981732;0.04433504;0.7650253;0.3139879;-0.038974;0.7837483;0.4524395;-0.08330904;0.018723;0.1384516
59.22943;0.1220616;0.04425802;0.7650286;0.3138597;-0.03903129;0.7838013;0.4523035;-0.08328931;0.0187727;0.1384438
59.25477;0.1474038;0.04478621;0.7653448;0.3133567;-0.03853184;0.7843678;0.4517472;-0.08331805;0.019023;0.1383905
59.27403;0.1666639;0.04513195;0.7657118;0.312965;-0.0381764;0.7846616;0.451364;-0.08330835;0.0189498;0.138399
59.29935;0.1919821;0.04535004;0.7660153;0.3129933;-0.03797179;0.7850689;0.4513689;-0.08332183;0.0190536;0.1383756
59.32463;0.2172581;0.04530064;0.7662629;0.3131772;-0.03802214;0.7853572;0.4515391;-0.08332278;0.0190943;0.1383619
59.34667;0.2393021;0.04509958;0.7664281;0.3133945;-0.03820672;0.78549;0.4517611;-0.0833063;0.0190619;0.1383666
59.36755;0.2601831;0.04469692;0.7663645;0.3132058;-0.03859144;0.7854626;0.4515672;-0.08328836;0.0190981;0.1383614
59.39311;0.2857398;0.04472643;0.7661112;0.3131208;-0.03855715;0.7851967;0.451483;-0.08328358;0.0190855;0.1383622
59.41732;0.3099443;0.04538365;0.76615;0.313107;-0.03799499;0.7854039;0.4513862;-0.08337864;0.0192539;0.1382792
59.43883;0.331461;0.04618962;0.7663193;0.3127412;-0.0372472;0.7856354;0.4509539;-0.08343682;0.0193161;0.1382127
59.46138;0.3540072;0.04687392;0.7663821;0.3128003;-0.03687144;0.78597;0.4507647;-0.08374536;0.0195879;0.1379644
59.48881;0.3814433;0.04711093;0.7664018;0.3131193;-0.03664412;0.7860224;0.4510095;-0.08375505;0.0196206;0.1378902
59.51366;0.4062948;0.04768238;0.7662899;0.3133349;-0.03637432;0.7863513;0.4509475;-0.0840567;0.0200614;0.1376126
59.53759;0.4302199;0.04876991;0.7660855;0.3135957;-0.03614378;0.7859874;0.4506513;-0.08491369;0.0199019;0.1370556
59.5659;0.4585308;0.04970032;0.7661692;0.3141291;-0.03586777;0.7856526;0.4507122;-0.08556809;0.0194834;0.1365831
59.58364;0.4762719;0.05047725;0.7666845;0.3149025;-0.03586505;0.7859053;0.4509533;-0.0863423;0.0192208;0.1360508
59.60636;0.4989848;0.05239456;0.7673038;0.3153445;-0.03643313;0.7852069;0.4499468;-0.08882769;0.0179031;0.1346023
59.63044;0.5230629;0.05489811;0.7682749;0.3156396;-0.03483674;0.7858335;0.4495296;-0.08973485;0.0175586;0.13389
59.65548;0.5481104;0.05731645;0.7693698;0.3171515;-0.0375566;0.7851206;0.4481339;-0.09487305;0.0157508;0.1309824
59.68189;0.5745212;0.05987993;0.7695174;0.3186712;-0.03690717;0.7850171;0.4482565;-0.0967871;0.0154997;0.1295853
59.70211;0.5947362;0.06392109;0.7694322;0.3197426;-0.03965969;0.7830783;0.4448748;-0.10358078;0.0136461;0.1251322
59.72792;0.6205505;0.06826854;0.7695159;0.319519;-0.03717389;0.782928;0.4428875;-0.10544243;0.0134121;0.1233685
59.74781;0.6404455;0.07427366;0.7702711;0.321053;-0.03430191;0.7826812;0.4419648;-0.10857557;0.0124101;0.1209118
59.77142;0.6640452;0.08061342;0.7727732;0.3235701;-0.03632125;0.7811191;0.4375269;-0.11693467;0.0083459;0.1139568
59.79542;0.6880527;0.08993669;0.7758165;0.3288245;-0.02892069;0.7834709;0.4404427;-0.11885738;0.0076544;0.1116182
59.82141;0.7140442;0.09771457;0.7776742;0.3341098;-0.03047518;0.7799522;0.4359863;-0.12818975;0.002278;0.1018765
59.84836;0.7409862;0.1046769;0.7800978;0.3399625;-0.02503417;0.7820578;0.4392304;-0.12971107;0.00196;0.0992679
59.86938;0.7620033;0.1114754;0.7831373;0.3453506;-0.02609642;0.7818794;0.434465;-0.13757182;-0.0012579;0.0891144
59.89392;0.7865489;0.1169575;0.7853795;0.3511816;-0.02146032;0.7841871;0.4383177;-0.13841782;-0.0011924;0.0871361
59.91651;0.8091377;0.1204769;0.7869325;0.3561868;-0.01818252;0.7860608;0.4430733;-0.13865942;-0.0008717;0.0868865
59.93953;0.8321539;0.1239793;0.7894945;0.3611144;-0.02125944;0.7850451;0.4377685;-0.14523874;-0.0044494;0.0766541
59.96672;0.8593497;0.1268921;0.7916283;0.3656878;-0.02053419;0.7878022;0.436833;-0.14742629;-0.0038261;0.0711452
59.99033;0.8829535;0.1296648;0.7947331;0.370246;-0.01975802;0.7915909;0.436614;-0.14942282;-0.0031422;0.066368
60.01416;0.9067883;0.1315295;0.7974123;0.3746784;-0.01882815;0.7937493;0.4382312;-0.15035765;-0.003663;0.0635528
60.03885;0.9314772;0.1324529;0.7997117;0.3792466;-0.02049552;0.7937833;0.4366817;-0.15294842;-0.0059284;0.0574351
60.06243;0.9550555;0.132703;0.8010741;0.3825017;-0.01964407;0.7961906;0.4408323;-0.15234707;-0.0048835;0.0583306
60.07731;0.9699332;0.1318193;0.8026728;0.3880267;-0.02052779;0.7977893;0.4463572;-0.15234709;-0.0048835;0.0583305
60.10537;0.9979932;0.1310768;0.8043117;0.391756;-0.02642398;0.7984086;0.4365211;-0.15750078;-0.0059031;0.0447651
60.13081;1.023436;0.1311957;0.8070093;0.3963922;-0.02417983;0.8018106;0.4448846;-0.15537553;-0.0051987;0.0484924
60.15506;1.04768;0.1326406;0.8106661;0.3984404;-0.0253059;0.8035965;0.4395683;-0.1579465;-0.0070696;0.0411279
60.1808;1.073425;0.1333818;0.8149436;0.4003617;-0.02351357;0.8082242;0.443419;-0.15689537;-0.0067194;0.0430573
60.20482;1.097441;0.1341962;0.8168263;0.4011355;-0.02480453;0.8083337;0.4374632;-0.15900073;-0.0084926;0.0363277
60.2266;1.119224;0.1343166;0.8178586;0.4042525;-0.02432938;0.8100486;0.4405282;-0.15864598;-0.00781;0.0362757
60.24889;1.141518;0.1342436;0.8201413;0.4085293;-0.02485569;0.8127947;0.4431938;-0.15909929;-0.0073466;0.0346645
60.27114;1.163767;0.1325904;0.8224241;0.4118173;-0.02725105;0.8144501;0.443293;-0.15984145;-0.007974;0.0314757
60.29503;1.187655;0.1289967;0.8214965;0.4191748;-0.03078388;0.812378;0.4500706;-0.15978058;-0.0091185;0.0308958
60.32354;1.216171;0.1262328;0.8205026;0.4239962;-0.03422579;0.8098113;0.4513075;-0.16045859;-0.0106913;0.0273113
60.34776;1.240388;0.1225207;0.8177727;0.4288352;-0.03794616;0.8069852;0.4552102;-0.16046686;-0.0107875;0.026375
60.38314;1.27577;0.1172815;0.8155904;0.4310052;-0.04388654;0.8041338;0.4533626;-0.16116804;-0.0114566;0.0223574
60.40986;1.302487;0.113711;0.8143342;0.4325108;-0.04781728;0.8012702;0.451094;-0.16152828;-0.013064;0.0185832
60.43012;1.322746;0.1104208;0.812149;0.4343991;-0.05101539;0.7987398;0.4517908;-0.16143619;-0.0134092;0.0173917
60.45896;1.351587;0.1101183;0.8116393;0.4363207;-0.0520857;0.7973873;0.4472169;-0.162204;-0.014252;0.0108962
60.48447;1.377098;0.1108225;0.8124353;0.438388;-0.05155462;0.7999781;0.4458113;-0.16237712;-0.0124572;0.0074233
60.51164;1.404269;0.1102803;0.8140433;0.4424453;-0.05192917;0.8020605;0.4496124;-0.16220947;-0.0119828;0.0071671
60.53677;1.429392;0.1094472;0.8135555;0.4441664;-0.05281277;0.8025981;0.4501522;-0.16225997;-0.0109574;0.0059858
60.55989;1.452519;0.1083308;0.8122002;0.4433461;-0.05393905;0.8016845;0.4484273;-0.16226985;-0.0105157;0.0050812
60.58458;1.477209;0.103878;0.8147938;0.4483077;-0.05859506;0.8062826;0.4508887;-0.16247306;-0.0085112;0.002581
60.61527;1.507895;0.1019018;0.8176271;0.4545305;-0.06057468;0.8103449;0.4561381;-0.16247648;-0.0072822;0.0016076
60.63908;1.531703;0.101448;0.8202541;0.4574795;-0.06122388;0.8139586;0.4556876;-0.16267188;-0.0062955;-0.0017919
60.66454;1.557165;0.1008471;0.8218666;0.4577116;-0.06175517;0.8155124;0.4538071;-0.16260227;-0.0063542;-0.0039045
60.69217;1.58479;0.09897493;0.821634;0.4590273;-0.06362346;0.8167413;0.4504811;-0.16259839;-0.0048927;-0.0085462
60.71713;1.609753;0.09357323;0.8169346;0.4591309;-0.06879028;0.8117316;0.4480329;-0.16236351;-0.005203;-0.011098
60.74279;1.635411;0.0888195;0.8126199;0.4549932;-0.0732865;0.8060685;0.4380985;-0.162106;-0.0065514;-0.0168947
60.77186;1.664485;0.0858034;0.8112058;0.4542929;-0.07571164;0.8059974;0.433167;-0.16151504;-0.0052084;-0.0211259
60.79573;1.688356;0.08385904;0.8105498;0.4529727;-0.07736522;0.8059387;0.4306253;-0.16122426;-0.0046111;-0.0223474
60.82144;1.71406;0.08241545;0.8094887;0.4502305;-0.0782174;0.8056943;0.4228873;-0.16063285;-0.0037944;-0.0273432
60.84933;1.741958;0.08244397;0.8056233;0.4484904;-0.07791096;0.801882;0.4204803;-0.16035493;-0.0037413;-0.0280101
60.87308;1.765705;0.08138514;0.8028445;0.4475104;-0.07833758;0.7996165;0.4155518;-0.15972272;-0.003228;-0.0319586
60.90404;1.796661;0.0794693;0.8015887;0.4457801;-0.07959943;0.7992903;0.4114323;-0.15906873;-0.0022984;-0.0343478
60.93036;1.822985;0.07710524;0.8023523;0.4416339;-0.08171338;0.8001936;0.4073175;-0.15881862;-0.0021587;-0.0343164
60.95853;1.851151;0.07428992;0.8017727;0.4376786;-0.08390677;0.7991066;0.4006068;-0.15819669;-0.0026661;-0.0370718
60.98477;1.877393;0.07183652;0.8009775;0.4352185;-0.08580497;0.797619;0.3961974;-0.15764149;-0.0033585;-0.0390211
61.01278;1.905399;0.07080592;0.8011912;0.4346053;-0.08667774;0.7975994;0.3956251;-0.15748366;-0.0035918;-0.0389802
61.03929;1.931911;0.06936046;0.8013099;0.4350441;-0.08807183;0.797653;0.3947223;-0.15743229;-0.0036569;-0.0403218
61.0639;1.956524;0.06852487;0.8023755;0.4361252;-0.08872563;0.7992607;0.3951097;-0.1572505;-0.0031148;-0.0410155
61.0943;1.986926;0.06816217;0.8019423;0.4369924;-0.08903697;0.7993912;0.3954196;-0.15719914;-0.0025511;-0.0415728
61.11757;2.010191;0.0669557;0.7999847;0.4385263;-0.09045608;0.7954634;0.3974564;-0.15741178;-0.0045213;-0.0410699
61.14606;2.038686;0.06483178;0.7994102;0.4386516;-0.09258267;0.7946664;0.3977474;-0.15741445;-0.0047438;-0.0409042
61.17303;2.065657;0.06391837;0.8001083;0.4388329;-0.09344769;0.7947122;0.3976622;-0.15736606;-0.0053961;-0.0411707
61.1996;2.092217;0.06346027;0.8015928;0.440939;-0.09383915;0.7961776;0.3995774;-0.15729942;-0.0054152;-0.0413616
61.23029;2.12291;0.06458557;0.8021817;0.4420603;-0.09256911;0.796334;0.4004428;-0.15715468;-0.0058477;-0.0416175
61.25479;2.147407;0.06519814;0.8018428;0.4426819;-0.09187536;0.7958544;0.4009976;-0.1570735;-0.0059884;-0.0416843
61.28356;2.176182;0.06572175;0.8022193;0.4428078;-0.09135143;0.7962285;0.401193;-0.15707318;-0.0059908;-0.0416148
61.30804;2.200666;0.06563852;0.8030158;0.4425863;-0.09143633;0.7968845;0.4005916;-0.15707485;-0.0061313;-0.0419947
61.33185;2.224472;0.06457266;0.8051872;0.4415275;-0.09245987;0.7989538;0.3989013;-0.15703253;-0.0062334;-0.0426262
61.36422;2.256838;0.06385399;0.8063754;0.4406483;-0.09285921;0.8003022;0.395533;-0.1567132;-0.0060732;-0.0451153
61.38718;2.279806;0.06369802;0.8074701;0.4410313;-0.09297626;0.80209;0.3954608;-0.15667428;-0.0053801;-0.0455705
61.41572;2.30834;0.06325151;0.8078106;0.4414135;-0.09351355;0.8036953;0.3961026;-0.15676506;-0.0041153;-0.0453109
61.433;2.32562;0.06154111;0.8091662;0.4416182;-0.09528922;0.8061222;0.3965987;-0.15683033;-0.003044;-0.0450195
61.46551;2.358133;0.05852702;0.8076198;0.4422153;-0.09820955;0.8080129;0.3975866;-0.15673657;0.0003931;-0.0446287
61.49506;2.387678;0.0581984;0.8070657;0.4415945;-0.0984448;0.8108276;0.3976732;-0.1566432;0.0037619;-0.0439213
61.51903;2.411654;0.05766471;0.8063974;0.4404795;-0.098611;0.8130396;0.3970096;-0.15627571;0.0066422;-0.0434699
61.54604;2.438663;0.05800612;0.805862;0.439946;-0.09827662;0.8122725;0.3954948;-0.15628274;0.0064105;-0.0444512
61.57589;2.468511;0.05841491;0.8052291;0.439369;-0.09811723;0.8082666;0.3930597;-0.15653214;0.0030375;-0.0463093
61.59712;2.489744;0.06032375;0.8043262;0.4380878;-0.09627532;0.8040342;0.3909599;-0.15659907;-0.000292;-0.0471279
61.63139;2.52402;0.06367844;0.8036368;0.4360095;-0.09274344;0.7963877;0.3874147;-0.15642188;-0.0072491;-0.0485948
61.65284;2.54547;0.06543881;0.8050593;0.4355887;-0.09098874;0.7982383;0.387421;-0.15642755;-0.006821;-0.0481677
61.67577;2.5684;0.06623163;0.804343;0.4357389;-0.09020872;0.7979146;0.387679;-0.15644035;-0.0064284;-0.0480599
61.70449;2.597115;0.06434701;0.8044589;0.4370779;-0.09212816;0.7984003;0.3890381;-0.15647517;-0.0060586;-0.0480398
61.73072;2.623343;0.06273775;0.8052104;0.4365457;-0.09375283;0.7990333;0.3884171;-0.15649058;-0.0061771;-0.0481286
61.75333;2.645961;0.06171374;0.8066134;0.4363896;-0.09476455;0.7997627;0.3881572;-0.15647829;-0.0068507;-0.0482324
61.78332;2.675949;0.06081361;0.8067335;0.4368696;-0.09564085;0.7999166;0.3885875;-0.15645446;-0.0068169;-0.0482821
61.8074;2.700023;0.0607819;0.8065396;0.4371987;-0.09564176;0.7996264;0.3888229;-0.15642366;-0.0069132;-0.0483758
61.83171;2.724336;0.06212778;0.8061721;0.4361206;-0.09427754;0.7992396;0.3877362;-0.15640532;-0.0069325;-0.0483844
61.85896;2.751587;0.06264736;0.8054256;0.4370285;-0.09374425;0.7986081;0.3886466;-0.15639161;-0.0068175;-0.0483819
61.88584;2.778471;0.06329479;0.8049891;0.4357385;-0.09313189;0.7990729;0.3873617;-0.15642668;-0.0059162;-0.0483768
61.91021;2.802839;0.06365399;0.8043785;0.4353227;-0.09277537;0.7981929;0.3868816;-0.15642936;-0.0061856;-0.0484411
61.93794;2.830569;0.06353676;0.8043222;0.4350632;-0.09292573;0.7997286;0.3865635;-0.15646249;-0.0045936;-0.0484997
61.96522;2.857846;0.06348892;0.8043761;0.4353558;-0.09299567;0.7992469;0.3868395;-0.15648459;-0.0051292;-0.0485163
61.98795;2.880578;0.06375234;0.8044852;0.4362084;-0.09275085;0.8005894;0.3876288;-0.15650319;-0.0038958;-0.0485796
62.01695;2.909578;0.06275706;0.8045758;0.437119;-0.09376539;0.800254;0.3885158;-0.15652245;-0.0043218;-0.0486032
62.04128;2.933903;0.06223819;0.8052686;0.4381172;-0.09434267;0.8017656;0.389616;-0.15658086;-0.003503;-0.0485012
62.06575;2.958376;0.06220928;0.807792;0.4403856;-0.09440482;0.8043076;0.391876;-0.1566141;-0.0034844;-0.0485096
62.09355;2.986173;0.06192153;0.8091531;0.4409781;-0.09472538;0.8060017;0.3925129;-0.15664691;-0.0031514;-0.0484652
62.11867;3.011291;0.06196073;0.8091547;0.4414524;-0.09472154;0.8062993;0.393034;-0.15668227;-0.0028554;-0.0484184
62.14277;3.035393;0.06251024;0.808253;0.4403782;-0.09419152;0.8054121;0.3919786;-0.15670176;-0.0028409;-0.0483996
62.17103;3.063656;0.06305446;0.8059872;0.437422;-0.0936906;0.8034978;0.3891308;-0.15674506;-0.0024894;-0.0482912
62.19572;3.088345;0.06359684;0.8037778;0.4362464;-0.09316728;0.8012582;0.3879689;-0.15676412;-0.0025196;-0.0482775
62.22038;3.113004;0.06147895;0.8034862;0.4359437;-0.09530925;0.8010834;0.3877314;-0.1567882;-0.0024028;-0.0482123
62.24744;3.14007;0.05923794;0.8054743;0.4364026;-0.09756202;0.8030672;0.3882004;-0.15679996;-0.0024071;-0.0482022
62.27707;3.169695;0.05757696;0.8055201;0.4367675;-0.09922583;0.8031563;0.3885494;-0.15680279;-0.0023638;-0.0482181
62.29826;3.190887;0.05652914;0.8056783;0.4378882;-0.1002748;0.8032898;0.3896647;-0.15680394;-0.0023885;-0.0482235
62.32686;3.219488;0.05636937;0.8068722;0.4397926;-0.1004365;0.804518;0.3915651;-0.15680587;-0.0023542;-0.0482275
62.35317;3.245799;0.05841647;0.807771;0.4413475;-0.09838948;0.8053978;0.3931051;-0.15680595;-0.0023732;-0.0482424
62.37914;3.27177;0.06009384;0.8062869;0.4395493;-0.09670012;0.8039818;0.391276;-0.15679396;-0.0023051;-0.0482733
62.40569;3.298311;0.06047314;0.8040048;0.4376376;-0.0963143;0.8017306;0.3893501;-0.15678744;-0.0022742;-0.0482875
62.4313;3.323924;0.06096755;0.8015156;0.4366426;-0.09581368;0.7992793;0.3883468;-0.15678123;-0.0022363;-0.0482958
62.46125;3.353873;0.06168367;0.8006213;0.4371397;-0.09509847;0.7984191;0.3888489;-0.15678214;-0.0022022;-0.0482908
62.48697;3.379593;0.06177145;0.7999102;0.4367096;-0.09500654;0.7978019;0.3884086;-0.15677799;-0.0021083;-0.048301
62.52767;3.420298;0.06155866;0.7993963;0.4359967;-0.09522159;0.797255;0.3877003;-0.15678025;-0.0021413;-0.0482964
62.54675;3.439378;0.06193339;0.7992325;0.435607;-0.09484673;0.7970985;0.3873051;-0.15678012;-0.002134;-0.0483019
62.57078;3.463408;0.06290351;0.7991428;0.4352668;-0.09387639;0.7970048;0.3869592;-0.1567799;-0.002138;-0.0483076
62.58636;3.478982;0.06375878;0.7996607;0.4350831;-0.09301846;0.7975292;0.3867663;-0.15677724;-0.0021315;-0.0483168
62.61889;3.511514;0.0638617;0.798107;0.4335842;-0.09291466;0.7959803;0.3852655;-0.15677636;-0.0021267;-0.0483187
62.64043;3.533056;0.06344423;0.7962534;0.4330612;-0.09333058;0.7941332;0.3847397;-0.15677481;-0.0021202;-0.0483215
62.67245;3.565079;0.06379577;0.7958727;0.4322089;-0.09298036;0.7937498;0.383891;-0.15677613;-0.0021229;-0.0483179
62.69398;3.586607;0.06620858;0.7955941;0.4314374;-0.09056806;0.7934727;0.3831248;-0.15677664;-0.0021214;-0.0483126
62.72577;3.618392;0.06803328;0.7939784;0.4301136;-0.08874494;0.7918547;0.3818136;-0.15677822;-0.0021237;-0.0483
62.758;3.650622;0.06957395;0.7934409;0.4310852;-0.08719647;0.7913896;0.382764;-0.15677042;-0.0020513;-0.0483212
62.78851;3.681134;0.06771849;0.7953132;0.4348468;-0.08902696;0.7934117;0.3864414;-0.15674545;-0.0019015;-0.0484054
62.81789;3.710515;0.06618161;0.7958076;0.4358615;-0.09056959;0.7938498;0.3874832;-0.1567512;-0.0019578;-0.0483783
62.84632;3.738946;0.06350121;0.7957445;0.4352127;-0.09324221;0.7938262;0.3868178;-0.15674342;-0.0019183;-0.0483949
62.87172;3.764349;0.06237463;0.7968508;0.4370964;-0.09435906;0.7949508;0.3886851;-0.15673369;-0.0019;-0.0484113
62.89638;3.789006;0.06350575;0.7965218;0.4371464;-0.09322457;0.7946017;0.3887289;-0.15673032;-0.0019201;-0.0484175
62.92872;3.821345;0.06483278;0.7925419;0.4322946;-0.0918992;0.7906248;0.383889;-0.15673198;-0.0019171;-0.0484056
62.95355;3.846177;0.06647608;0.7918738;0.4305026;-0.09025587;0.7899569;0.3820897;-0.15673195;-0.0019169;-0.0484129
62.98423;3.876858;0.06595388;0.7919596;0.4309503;-0.09077819;0.7900438;0.3825397;-0.15673207;-0.0019158;-0.0484106
63.00723;3.89985;0.06400347;0.7926034;0.433661;-0.09273148;0.7906933;0.3852588;-0.15673495;-0.0019101;-0.0484022
63.03455;3.927177;0.0628714;0.794302;0.4350478;-0.09386432;0.792387;0.38664;-0.15673572;-0.001915;-0.0484078
63.06086;3.95348;0.06786413;0.7974516;0.4377873;-0.08887025;0.7955391;0.3893727;-0.15673438;-0.0019125;-0.0484146
63.08809;3.980718;0.0758729;0.7963955;0.4387426;-0.08085878;0.7944827;0.3903175;-0.15673168;-0.0019128;-0.0484251
63.11564;4.00827;0.07749857;0.7939187;0.4371482;-0.07923248;0.7920037;0.3887169;-0.15673105;-0.001915;-0.0484313
63.14013;4.032761;0.07569256;0.7941867;0.4369799;-0.08102732;0.7923035;0.3885124;-0.15671988;-0.0018832;-0.0484675
63.1699;4.062522;0.07339131;0.7952056;0.4380561;-0.08333195;0.7933092;0.3896005;-0.15672326;-0.0018964;-0.0484556
63.19287;4.085493;0.07164022;0.7952427;0.4382085;-0.08508171;0.7933465;0.3897507;-0.15672193;-0.0018962;-0.0484578
63.21823;4.110854;0.06989934;0.7942967;0.4379984;-0.08682475;0.7924085;0.3895673;-0.15672409;-0.0018882;-0.0484311
63.24548;4.138111;0.06895088;0.7914554;0.4371445;-0.08777416;0.7895665;0.388725;-0.15672504;-0.0018889;-0.0484195
63.27073;4.163362;0.06841464;0.7899809;0.4355521;-0.0883081;0.7881002;0.3871204;-0.15672274;-0.0018807;-0.0484317
63.29388;4.186505;0.06761298;0.7894262;0.4347197;-0.08909936;0.7875746;0.3862463;-0.15671234;-0.0018516;-0.0484734
63.31775;4.210379;0.06861065;0.7904987;0.435321;-0.08808126;0.7886925;0.3867634;-0.15669191;-0.0018062;-0.0485576
63.34121;4.233833;0.06904943;0.7904184;0.4363161;-0.08763114;0.7886177;0.3877414;-0.15668057;-0.0018007;-0.0485747
63.36944;4.262068;0.06793451;0.7916752;0.4375128;-0.08871122;0.7899367;0.3888389;-0.15664573;-0.0017385;-0.0486739
63.39265;4.285276;0.06656283;0.7919645;0.4378289;-0.09007657;0.7902039;0.3891574;-0.1566394;-0.0017606;-0.0486715
63.41836;4.310986;0.06775069;0.7921755;0.4375637;-0.08886841;0.7903918;0.3888285;-0.1566191;-0.0017837;-0.0487352
63.44162;4.334245;0.06713815;0.7916431;0.4378346;-0.08942945;0.7897384;0.3889157;-0.1565676;-0.0019047;-0.0489189
63.46894;4.361568;0.06668192;0.7905455;0.4378558;-0.08983435;0.7884928;0.3887986;-0.15651627;-0.0020527;-0.0490572
63.49164;4.384266;0.06587726;0.7904032;0.4377501;-0.09062961;0.7883685;0.3887015;-0.15650687;-0.0020347;-0.0490486
63.50818;4.400805;0.06298509;0.7887042;0.43852;-0.09352352;0.786671;0.3894784;-0.15650861;-0.0020332;-0.0490416
63.53827;4.430896;0.06257287;0.7884315;0.4392233;-0.09392433;0.7863892;0.3901597;-0.1564972;-0.0020423;-0.0490636
63.56338;4.456001;0.0622287;0.7886842;0.4395456;-0.0942716;0.7866499;0.3905116;-0.1565003;-0.0020343;-0.049034
63.58551;4.478136;0.06227683;0.7903857;0.439744;-0.09421726;0.7883888;0.390706;-0.15649409;-0.0019969;-0.049038
63.60959;4.502215;0.06351386;0.7900685;0.4404523;-0.09298159;0.7880955;0.3914312;-0.15649545;-0.001973;-0.0490211
63.63662;4.529244;0.06500238;0.7898895;0.4395511;-0.09149791;0.787942;0.3905624;-0.15650029;-0.0019475;-0.0489887
63.66093;4.553549;0.06653145;0.7900749;0.4388309;-0.08996752;0.7881246;0.3898318;-0.15649897;-0.0019503;-0.0489991
63.68429;4.576915;0.06661078;0.7897925;0.4389611;-0.08989503;0.787836;0.3899792;-0.15650581;-0.0019565;-0.0489819
63.71521;4.607828;0.06668738;0.7898311;0.4388764;-0.08981576;0.7878749;0.3898829;-0.15650314;-0.0019562;-0.0489935
63.72954;4.622162;0.06702188;0.7903809;0.439524;-0.08947985;0.7884243;0.3905238;-0.15650173;-0.0019566;-0.0490002
63.75203;4.644645;0.0680915;0.7913757;0.4405869;-0.08841136;0.7894155;0.3915893;-0.15650286;-0.0019602;-0.0489976
63.78078;4.6734;0.06862511;0.7909189;0.4405197;-0.08787765;0.7889503;0.3915182;-0.15650276;-0.0019686;-0.0490015
63.80403;4.696652;0.06840457;0.7900945;0.4403687;-0.08809625;0.7881101;0.3913578;-0.15650082;-0.0019844;-0.0490109
63.82592;4.718538;0.06754769;0.7900665;0.4414397;-0.0889681;0.7880114;0.3925194;-0.15651579;-0.0020551;-0.0489203
63.85024;4.742865;0.06687921;0.7902359;0.4418543;-0.08968943;0.7881145;0.3931146;-0.15656864;-0.0021214;-0.0487397
63.87265;4.765268;0.06668448;0.7899241;0.4421716;-0.09000094;0.7877695;0.3937548;-0.15668542;-0.0021546;-0.0484168
63.89608;4.788697;0.06682093;0.7894996;0.4418542;-0.08990246;0.7873713;0.3934965;-0.15672339;-0.0021283;-0.0483577
63.91998;4.812603;0.06617754;0.7887105;0.4416535;-0.09063377;0.7866321;0.3934714;-0.15681131;-0.0020784;-0.0481821
63.9421;4.834717;0.0647067;0.7882236;0.4401118;-0.09211649;0.7860736;0.3918255;-0.15682319;-0.00215;-0.0482863
63.97346;4.866086;0.06396879;0.788558;0.4408104;-0.0928866;0.7863119;0.3925772;-0.15685539;-0.0022461;-0.0482332
63.99109;4.883709;0.06356247;0.7887158;0.4409281;-0.093389;0.7861949;0.3928971;-0.15695147;-0.0025209;-0.048031
64.01556;4.90818;0.06332259;0.7889661;0.4415963;-0.09364787;0.7865608;0.3935237;-0.15697046;-0.0024053;-0.0480726
64.03838;4.931003;0.06289357;0.7890241;0.4419582;-0.09414253;0.786791;0.3939988;-0.1570361;-0.0022331;-0.0479594
64.0626;4.955216;0.06253829;0.788706;0.4422502;-0.09450374;0.7864421;0.3942401;-0.15704203;-0.0022639;-0.0480101
64.08626;4.978878;0.06204493;0.788672;0.44317;-0.0950494;0.7862834;0.3953449;-0.15709433;-0.0023886;-0.0478251
64.11379;5.006412;0.06230932;0.7889415;0.4438441;-0.09480406;0.7864285;0.3960742;-0.15711338;-0.002513;-0.0477699
64.13289;5.02551;0.06272094;0.7887574;0.4439293;-0.09441851;0.7859985;0.3962772;-0.15713945;-0.0027589;-0.0476521
64.15314;5.045767;0.06312764;0.7891703;0.4436995;-0.09402096;0.7859589;0.3961119;-0.1571486;-0.0032114;-0.0475876
64.17915;5.071771;0.06353882;0.7896769;0.4432679;-0.09356439;0.7862413;0.3955439;-0.15710321;-0.0034356;-0.047724
64.2037;5.096324;0.06403441;0.7895616;0.4429464;-0.09300885;0.785884;0.3950905;-0.15704326;-0.0036776;-0.0478559
64.22801;5.120639;0.06374333;0.789938;0.4428889;-0.09326933;0.7861536;0.3949838;-0.15701266;-0.0037844;-0.0479051
64.25063;5.143261;0.06334033;0.7900434;0.4427578;-0.09353583;0.7859477;0.3944589;-0.15687616;-0.0040957;-0.0482989
64.27307;5.165702;0.06256991;0.7899612;0.4435155;-0.09416563;0.7854053;0.3948872;-0.15673554;-0.0045559;-0.0486283
64.29712;5.189752;0.0620551;0.7905685;0.4445444;-0.09457134;0.7857833;0.3956621;-0.15662644;-0.0047852;-0.0488823
64.31909;5.211727;0.06179232;0.7912471;0.4460368;-0.09457718;0.7854437;0.3964986;-0.1563695;-0.0058034;-0.0495382
64.34235;5.234984;0.06115787;0.7933894;0.44875;-0.09505487;0.7871075;0.3989891;-0.15621274;-0.0062819;-0.0497609
64.37187;5.264512;0.06024182;0.7949343;0.4503917;-0.09536335;0.7860382;0.399202;-0.15560517;-0.0088961;-0.0511897
64.39459;5.287229;0.06009213;0.7954617;0.4513381;-0.09523126;0.7865914;0.39982;-0.15532339;-0.0088703;-0.0515181
64.41667;5.309308;0.05936956;0.796061;0.452886;-0.09521002;0.786544;0.3993917;-0.15457958;-0.009517;-0.0534943
